id,valid_since,valid_until,confirmed,supplier,iata,period,diff_calc,value_fee_calc,value_fee_calc_1,value_fee_calc_2,value_fee_calc_3,value_fee_calc_4,value_fee_calc_5,value_fee_calc_6,SAF_diff_calc,total_fees_calc,diff_total,rank1,rank2,rank_final,platts_value,price_usc_per_gallon,price_dollar_per_tonne
3013,2025-03-13,2025-03-31,Tender,Ist Jet,AGP,PM,21.6855530396281,1.3140652531227028,1.275129986363512,1.0429091379166087,0.0,0.0,0.0,0.0,13.848838277160437,3.6321043774028237,35.534391316788536,1,1,1.1,225.57,264.7364956941913,874.2128560813586
3130,2025-03-13,2025-03-31,Tender,Jetex,AGP,PW,17.735709281432293,15.616667817152619,0.9622714033728963,0.0,0.0,0.0,0.0,0.0,0.0,16.578939220525516,17.735709281432293,2,1,2.1,203.977019230769,238.2916677327268,786.8867451870104
2536,2025-03-14,2025-03-31,Tender,AEG,AGP,PW,16.20372490462179,1.3220608882607512,1.314273834908913,0.8969018586082834,0.0,0.0,0.0,0.0,14.809306820906654,3.5332365817779476,31.013031725528442,2,2,2.2,203.977019230769,238.52328753807538,787.6516001082325
3257,2025-03-13,2025-03-31,Tender,Air BP,AGP,PW,20.162906000295443,1.275129986363512,1.4946623163494872,1.0429091379166087,0.0,0.0,0.0,0.0,13.248941241901031,3.812701440629608,33.41184724219647,2,3,2.3,203.977019230769,241.20156791359508,796.4958175642737
2728,2025-03-16,2025-03-31,Tender,WF,AHO,PW,54.99699999999999,4.445,2.02,20.202,12.121,0.0,0.0,0.0,0.0,38.788000000000004,54.99699999999999,1,1,1.1,202.542441471572,296.327441471572,978.532477227425
3258,2025-03-13,2025-03-31,Tender,Air BP,AJA,PW,121.6727086224725,1.3592579734681929,3.5597958179831957,3.090101149382544,0.0,0.0,0.0,0.0,17.034353025301325,8.009154940833932,138.70706164777383,1,1,1.1,452.121406924419,598.8376235130268,1977.481600364717
3137,2025-03-13,2025-03-31,Tender,Jetex,AJA,MP,22.040591422536504,20.85590963357517,3.5034413605950334,0.0,0.0,0.0,0.0,0.0,0.0,24.359350994170203,22.040591422536504,2,1,2.1,404.242813848838,450.64275626554473,1488.1125097400818
2537,2025-03-14,2025-03-31,Tender,AEG,AJA,MP,24.0,1.3592579734681929,3.7697681551425974,3.231627782024264,0.0,0.0,0.0,0.0,17.034353025301325,8.360653910635055,41.03435302530133,2,2,2.2,500.0,549.3950069359364,1814.2121919038493
2337,2025-03-13,2025-03-31,Tender,UCIG,ALA,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1,351.588337973998,351.588337973998,1161.0150096577363
2538,2025-03-14,2025-03-31,Tender,AEG,ALA,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1,357.64498462299,357.64498462299,1181.0152682220378
2729,2025-03-16,2025-03-31,Tender,WF,ALA,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1,391.175,391.175,1291.738085
2865,2025-03-17,2025-03-31,Tender,Royal Petrol,ALA,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1,357.039319958091,357.039319958091,1179.0152423656082
3235,2025-03-13,2025-03-31,Tender,Jetex,ALA,MP,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,5,1.5,351.589,360.589,1190.7369958
2957,2025-03-13,2025-03-31,Tender,Ist Jet,ALA,MP,9.084969973488322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.084969973488322,1,6,1.6,342.50336800051,351.58833797399836,1161.0150096577374
2539,2025-03-14,2025-03-31,Tender,AEG,ALC,PM,18.544578532574345,1.314273834908913,1.3220608882607512,0.9922932810897225,0.0,0.0,0.0,0.0,0.0,3.6286280042593866,18.544578532574345,1,1,1.1,225.57,247.74320653683372,818.0976166259323
3017,2025-03-13,2025-03-31,Tender,Ist Jet,ALC,PM,20.034280565465973,1.3140652531227028,1.1124364137777156,0.0,0.0,0.0,0.0,0.0,13.848838277160437,2.4265016669004185,33.88311884262641,1,2,1.2,225.57,261.87962050952683,864.7788828465596
3016,2025-03-13,2025-03-31,Tender,Ist Jet,ALC,PM,20.034280565465973,1.3140652531227028,1.275129986363512,1.1124364137777156,0.0,0.0,0.0,0.0,13.848838277160437,3.701631653263931,33.88311884262641,1,3,1.3,225.57,263.1547504958903,868.989617087529
3123,2025-03-13,2025-03-31,Tender,Jetex,ALC,PW,17.07520029176744,15.616667817152619,1.0264228302644225,0.0,0.0,0.0,0.0,0.0,0.0,16.64309064741704,17.07520029176744,4,1,4.1,203.977019230769,237.69531016995347,784.9174532432204
3259,2025-03-13,2025-03-31,Tender,Air BP,ALC,PW,18.876651652000735,1.275129986363512,1.4946623163494872,1.1124364137777156,0.0,0.0,0.0,0.0,13.248941241901031,3.882228716490715,32.12559289390177,4,2,4.2,203.977019230769,239.98484084116149,792.4779414256834
2730,2025-03-16,2025-03-31,Tender,WF,ALG,MP,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,1,1,1.1,279.119,279.30800000000005,922.3308776000001
2294,2025-03-12,2025-03-31,Tender,UCIG,ALG,MP,1.3775369639085315,0.17356965745247496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17356965745247496,1.3775369639085315,1,2,1.2,244.852603544862,246.40371016622302,813.6743317109017
2399,2025-03-13,2025-03-31,Tender,CAC,ALG,MP,1.836715951878042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.836715951878042,1,3,1.3,244.852603544862,246.68931949674004,814.6174708421349
2540,2025-03-14,2025-03-31,Tender,AEG,ALG,MP,4.0,0.18927058945660155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18927058945660155,4.0,1,4,1.4,254.385159335109,258.5744299245656,853.8644824969006
3029,2025-03-13,2025-03-31,Tender,Jetex,ALG,MP,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,1,5,1.5,266.62,271.12,895.292464
2895,2025-03-17,2025-03-31,Tender,Royal Petrol,ALG,MP,3.214252915786574,0.87244007714207,9.18357975939021,0.0,0.0,0.0,0.0,0.0,0.0,10.056019836532279,3.214252915786574,1,6,1.6,257.965873284967,271.2361460372859,895.6760014443255
2541,2025-03-14,2025-03-31,Tender,AEG,AMS,PM,4.570787216470802,2.43345417244945,1.738181551749607,1.2062979969142273,1.3523052472611945,2.065504219581629,0.0,0.0,9.7338166897978,8.79574318795611,14.304603906268603,1,1,1.1,225.57,248.6703470942247,821.1592201745488
3260,2025-03-13,2025-03-31,Tender,Air BP,AMS,PM,3.128726793149293,1.3523052472611945,2.7810904827993714,3.3033920224130844,1.738181551749607,1.2062979969142273,0.0,0.0,18.169976560321413,10.381267301137484,21.298703353470707,1,2,1.2,225.14,256.8199706546082,848.0709070956472
2290,2025-03-12,2025-03-31,Tender,Q8,AMS,PM,4.8599556186919015,1.738181551749607,3.301034140883882,2.7810904827993714,0.0,0.0,0.0,0.0,20.44122363036159,7.82030617543286,25.301179249053494,1,3,1.3,225.14,258.26148542448635,852.8310771687388
2486,2025-03-14,2025-03-31,Tender,Total,AMS,PW,5.005962869038869,1.2062979969142273,1.738181551749607,2.7810904827993714,1.3279707055366996,2.8294578350433275,0.0,0.0,14.00602359858109,9.882998572043235,19.01198646761996,4,1,4.1,206.396809210526,235.29179425018916,776.9805629729747
2469,2025-03-13,2025-03-31,Tender,CAC,AMS,PW,8.690907758748036,1.2062979969142273,1.738181551749607,2.7810904827993714,1.3279707055366996,2.8294578350433275,0.0,0.0,21.19830598704165,9.882998572043235,29.889213745789686,4,2,4.2,206.396809210526,246.16902152835888,812.8993428909467
3071,2025-03-13,2025-03-31,Tender,Jetex,AMS,PW,12.43425554859599,24.91210469050986,2.8294578350433275,0.0,0.0,0.0,0.0,0.0,0.0,27.74156252555319,12.43425554859599,4,3,4.3,203.977019230769,244.15283730491817,806.2414993483007
3261,2025-03-13,2025-03-31,Tender,Air BP,AOI,PM,48.669083448989,6.952726217526001,1.8743854581447064,0.42786015914527525,0.0,0.0,0.0,0.0,13.059670652731016,9.254971834815983,61.728754101720014,1,1,1.1,225.57,296.553725936536,979.2797137876292
3179,2025-03-13,2025-03-31,Tender,Jetex,AOI,PM,102.81969623957555,8.82939215933903,3.476363103499214,0.0,0.0,0.0,0.0,0.0,0.0,12.305755262838243,102.81969623957555,1,2,1.2,225.57,340.6954515024138,1125.0445199512708
2336,2025-03-13,2025-03-31,Tender,UCIG,AQJ,MP,-3.673431903756084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.673431903756084,1,1,1.1,280.466525851777,276.79309394802095,914.0261548351548
2961,2025-03-13,2025-03-31,Tender,Ist Jet,AQJ,MP,-2.2958949398475523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2958949398475523,1,2,1.2,280.466525851777,278.1706309119295,918.5750573973736
2388,2025-03-07,2025-03-31,Tender,ASM,AQJ,MP,-3.214252915786574,1.102029571126825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102029571126825,-3.214252915786574,1,3,1.3,280.466525851777,278.35430250711727,919.1815777390027
2889,2025-03-17,2025-03-31,Tender,Royal Petrol,AQJ,MP,-0.918357975939021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.918357975939021,1,4,1.4,283.582710120305,282.664352144366,933.4142236511253
2542,2025-03-14,2025-03-31,Tender,AEG,AQJ,MP,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1,5,1.5,280.466525851777,280.26652585177703,925.4961216677382
2466,2025-03-13,2025-03-31,Tender,CAC,AQJ,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.6,280.466525851777,280.466525851777,926.1565616677381
3225,2025-03-13,2025-03-31,Tender,Jetex,AQJ,MP,2.755073927817063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755073927817063,1,7,1.7,280.466525851777,283.2215997795941,935.2543667921757
2731,2025-03-16,2025-03-31,Tender,WF,AQJ,MP,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,8,1.8,305.396,314.396,1038.1984712
3262,2025-03-13,2025-03-31,Tender,Air BP,ARN,PM,34.897603085682796,0.846477428797716,9.956364470880626,2.3337654106274215,0.09658046434299931,0.0,0.0,0.0,18.169976560321413,13.233187774648762,53.067579646004205,1,1,1.1,225.57,291.87076742065295,963.8156481764802
2732,2025-03-16,2025-03-31,Tender,WF,ARN,PW,32.294,0.022938792525326653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022938792525326653,32.294,2,1,2.1,203.977019230769,236.29395802329435,780.2899081845226
2543,2025-03-14,2025-03-31,Tender,AEG,ARN,PW,36.0,0.846477428797716,13.014124345832727,0.09658046434299931,7.0179318105608,1.9204223604882105,2.3337654106274215,0.0,17.034353025301325,25.229301820649873,53.03435302530133,2,2,2.2,203.977019230769,282.2406740767202,932.0151539361455
3092,2025-03-13,2025-03-31,Tender,Jetex,ARN,PW,32.311507025438516,57.49839287354211,2.8536186796714027,0.0,0.0,0.0,0.0,0.0,0.0,60.352011553213515,32.311507025438516,2,3,2.3,203.977019230769,296.640537809421,979.56638395427
2894,2025-03-17,2025-03-31,Tender,Royal Petrol,ASW,PM,-2.0203875470658463,0.1927119108349519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927119108349519,-2.0203875470658463,1,1,1.1,245.798512260079,243.97083662384813,805.6404966992714
2311,2025-03-12,2025-03-31,Tender,UCIG,ASW,MP,-2.2958949398475523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2958949398475523,2,1,2.1,245.798512260079,243.50261732023145,804.0943429148683
2419,2025-03-13,2025-03-31,Tender,CAC,ASW,MP,0.0,0.1927119108349519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927119108349519,0.0,2,2,2.2,245.798512260079,245.99122417091397,812.3122204571921
3113,2025-03-13,2025-03-31,Tender,Jetex,ASW,MP,-0.4591789879695105,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.4591789879695105,2,3,2.3,245.798512260079,254.33933327210949,839.8793463311599
2930,2025-03-13,2025-03-31,Tender,Ist Jet,ATH,PW,18.36715951878042,5.2145446552488215,1.911999706924568,12.862543482947093,5.758104509137661,0.0,0.0,0.0,0.0,25.74719235425814,18.36715951878042,1,1,1.1,202.542441471572,246.65679334461058,814.510062982573
2733,2025-03-16,2025-03-31,Tender,WF,ATH,PW,15.5,0.018984558921266097,2.505,20.990000000000002,6.061,0.0,0.0,6.055168688797994,0.0,35.630153247719264,15.5,1,2,1.2,202.542441471572,253.67259471929128,837.6776422820437
2436,2025-03-13,2025-03-31,Tender,CAC,ATH,PW,17.448801542841398,1.7625160934741015,3.476363103499214,1.911999706924568,5.758104509137661,0.0,0.0,0.0,21.19830598704165,12.908983413035545,38.647107529883044,1,3,1.3,202.542441471572,254.0985324144906,839.0841737391308
3263,2025-03-13,2025-03-31,Tender,Air BP,ATH,PW,14.969235007806043,1.7625160934741015,4.630913871068951,5.785655248415832,3.476363103499214,1.911999706924568,0.0,0.0,21.19830598704165,17.567448023382667,36.16754099484769,1,4,1.4,202.542441471572,256.2774304898024,846.2793309634254
2544,2025-03-14,2025-03-31,Tender,AEG,ATH,PW,21.5,5.2145446552488215,6.268629281706943,1.911999706924568,0.0,0.0,0.0,0.0,21.009035397871635,13.395173643880334,42.509035397871635,1,5,1.5,202.542441471572,258.44665051332396,853.4425293250983
3146,2025-03-13,2025-03-31,Tender,Jetex,ATH,PW,19.285517494719443,32.776196161263655,6.406918605665075,0.0,0.0,0.0,0.0,0.0,0.0,39.18311476692873,19.285517494719443,1,7,1.7,202.542441471572,261.0110737332202,861.9107676818397
2317,2025-03-13,2025-03-31,Tender,UCIG,ATH,PW,29.387455230048673,1.7625160934741015,3.476363103499214,5.758104509137661,1.911999706924568,0.0,0.0,0.0,21.19830598704165,12.908983413035546,50.58576121709032,1,8,1.8,202.542441471572,266.0371861016979,878.5079959450268
2907,2025-03-17,2025-03-31,Tender,Royal Petrol,ATH,PW,14.050877031867023,5.2145446552488215,2.155345124169513,6.268629281706943,25.412214286579253,5.209778104952568,0.0,0.0,20.990108338954634,44.2605114526571,35.04098537082166,1,9,1.9,202.542441471572,281.84393829505075,930.7050530379166
2389,2025-03-07,2025-03-31,Tender,ASM,AUH,PM,28.92827624207916,1.102029571126825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102029571126825,28.92827624207916,1,1,1.1,211.93,241.960305813206,799.0013218563688
2850,2025-03-17,2025-03-31,Tender,Royal Petrol,AUH,1/2M,28.560933051703554,1.102029571126825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102029571126825,28.560933051703554,2,1,2.1,225.756909090909,255.41987171373938,843.4475003731102
2365,2025-03-13,2025-03-31,Tender,UCIG,AUH,1/2M,29.15786573606392,1.102029571126825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102029571126825,29.15786573606392,2,2,2.2,225.756909090909,256.01680439809974,845.4186914834049
2963,2025-03-13,2025-03-31,Tender,Ist Jet,AUH,1/2M,33.060887133804755,1.102029571126825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102029571126825,33.060887133804755,2,3,2.3,205.17615942029,239.33907612522157,790.3454971807066
3227,2025-03-13,2025-03-31,Tender,Jetex,AUH,1/2M,33.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,33.0,2,4,2.4,225.756909090909,259.956909090909,858.4297051999997
2545,2025-03-14,2025-03-31,Tender,AEG,AUH,1/2M,34.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,34.0,2,5,2.5,225.756909090909,260.956909090909,861.7319051999997
2734,2025-03-16,2025-03-31,Tender,WF,AUH,1/2M,41.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,41.0,2,6,2.6,225.756909090909,267.956909090909,884.8473051999997
2929,2025-03-13,2025-03-31,Tender,Ist Jet,AYT,1/2M,15.612085590963357,0.8690907758748035,9.672971518024104,1.911999706924568,2.2886061637614517,2.0858178620995287,5.289741941408761,0.0,0.0,22.11822796809322,15.612085590963357,1,1,1.1,212.177851851852,249.90816541090857,825.2467438199022
2377,2025-03-13,2025-03-31,Tender,UCIG,AYT,1/2M,16.98962255487189,2.0858178620995287,1.911999706924568,9.672971518024104,0.8690907758748035,5.289741941408761,2.2886061637614517,0.0,0.0,22.118227968093215,16.98962255487189,1,2,1.2,212.177851851852,251.2857023748171,829.795646382121
2868,2025-03-17,2025-03-31,Tender,Royal Petrol,AYT,1/2M,15.474331894572506,5.289741941408761,0.8690907758748035,1.911999706924568,2.0858178620995287,8.148588076166543,2.2886061637614517,4.577212327522903,0.0,25.17105685375856,15.474331894572506,1,3,1.3,212.177851851852,252.82324060018308,834.8729051099245
3210,2025-03-13,2025-03-31,Tender,Jetex,AYT,1/2M,18.5,20.1,2.7008981522139677,0.0,0.0,0.0,0.0,0.0,0.0,22.800898152213968,18.5,1,4,1.4,212.177851851852,253.47875000406597,837.0375282634267
3264,2025-03-13,2025-03-31,Tender,Air BP,BAH,1/2M,29.846634218018185,4.959133070070714,0.918357975939021,4.215263109560106,0.0,0.0,0.0,0.0,0.0,10.092754155569843,29.846634218018185,1,1,1.1,225.756909090909,265.69629746449704,877.3823134872621
2546,2025-03-14,2025-03-31,Tender,AEG,BAH,1/2M,30.599999999999998,5.4,1.0,4.590000000000001,0.0,0.0,0.0,0.0,0.0,10.990000000000002,30.599999999999998,1,2,1.2,225.756909090909,267.34690909090904,882.8329631999999
2863,2025-03-17,2025-03-31,Tender,Royal Petrol,BAH,1/2M,34.759849389291944,0.918357975939021,4.215263109560106,4.959133070070714,0.0,0.0,0.0,0.0,0.0,10.092754155569843,34.759849389291944,1,3,1.3,225.756909090909,270.6095126357708,893.6067326258423
2735,2025-03-16,2025-03-31,Tender,WF,BAH,1/2M,45.433,1.0,4.590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,5.590000000000001,45.433,1,4,1.4,225.756909090909,276.77990909090903,913.9826157999998
3223,2025-03-13,2025-03-31,Tender,Jetex,BAH,PW,35.81596106162182,10.09275415556984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09275415556984,35.81596106162182,5,1,5.1,221.514157303371,267.4228725205627,883.0838096374022
2296,2025-03-12,2025-03-31,Tender,UCIG,BAH,PW,37.19349802553035,4.959133070070714,0.918357975939021,4.215263109560106,0.0,0.0,0.0,0.0,0.0,10.092754155569843,37.19349802553035,5,2,5.2,221.514157303371,268.80040948447123,887.6327121996209
2400,2025-03-13,2025-03-31,Tender,CAC,BAH,PW,34.897603085682796,4.959133070070714,4.215263109560106,100.0,0.0,0.0,0.0,0.0,0.0,109.17439617963082,34.897603085682796,5,3,5.3,221.514157303371,365.58615656868466,1207.2386062211106
3203,2025-03-13,2025-03-31,Tender,Jetex,BAY,PW,91.82148868971403,4.458146182156945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458146182156945,91.82148868971403,1,1,1.1,202.542441471572,298.822076343443,986.7702605013174
2547,2025-03-14,2025-03-31,Tender,AEG,BAY,PW,97.88752314101218,2.7810848787731723,0.11124339515092692,1.0447715469511571,0.0,0.0,0.0,0.0,0.0,3.9370998208752566,97.88752314101218,1,2,1.2,202.542441471572,304.36706443345946,1005.0809201721698
3014,2025-03-13,2025-03-31,Tender,Ist Jet,BCN,PM,16.09556116920136,1.3140652531227028,1.275129986363512,1.3474386061882584,0.0,0.0,0.0,0.0,13.848838277160437,3.936633845674473,29.9443994463618,1,1,1.1,225.57,259.45103329203624,856.7592021369621
3265,2025-03-13,2025-03-31,Tender,Air BP,BCN,PW,11.541525503617391,1.275129986363512,1.4946623163494872,1.3474386061882584,0.6952727586110724,0.0,0.0,0.0,13.248941241901031,4.81250366751233,24.790466745518422,2,1,2.1,203.977019230769,233.57998964379973,771.3278418017555
3124,2025-03-13,2025-03-31,Tender,Jetex,BCN,PW,14.624364303800492,15.616667817152619,1.2830285378305284,0.0,0.0,0.0,0.0,0.0,0.0,16.89969635498315,14.624364303800492,2,2,2.2,203.977019230769,235.50107988955264,777.6716660112808
2548,2025-03-14,2025-03-31,Tender,AEG,BCN,PW,16.479351308191365,1.3220608882607512,1.4946623163494872,1.3474386061882584,0.0,0.0,0.0,0.0,14.763105955261148,4.164161810798497,31.242457263452515,2,3,2.3,203.977019230769,239.38363830502,790.4926504108371
2357,2025-03-13,2025-03-31,Tender,UCIG,BCN,PW,11.715343658792353,1.275129986363512,1.4946623163494872,1.9467633379595597,0.0,0.0,0.0,0.0,20.062682452021562,4.716555640672559,31.778026110813915,2,4,2.4,203.977019230769,240.4716009822555,794.085320763604
2993,2025-03-13,2025-03-31,Tender,Ist Jet,BEG,PW,80.58368366484143,1.4838784290030929,0.3028323324496108,0.0,0.0,0.0,0.0,0.0,0.0,1.7867107614527036,80.58368366484143,1,1,1.1,202.542441471572,284.9128358978661,940.8391667019334
2431,2025-03-13,2025-03-31,Tender,CAC,BER,PM,20.858178620995286,0.9907634844972761,12.16727086224725,1.6837790221219757,6.848435313893452,0.0,0.0,0.0,0.0,21.69024868275995,20.858178620995286,1,1,1.1,225.57,268.1184273037552,885.3806706424605
2859,2025-03-17,2025-03-31,Tender,Royal Petrol,BER,PM,18.25090629337088,0.9907634844972761,6.848435313893452,4.08287832716289,0.0,0.0,0.0,0.0,19.119997069245677,11.922077125553617,37.37090336261656,1,2,1.2,225.57,274.86298048817014,907.6525341680355
2291,2025-03-12,2025-03-31,Tender,Q8,BER,PM,19.050469807175695,6.848435313893452,11.440710973615912,0.9907634844972761,0.0,0.0,0.0,0.0,20.44122363036159,19.27990977200664,39.491693437537286,1,3,1.3,225.57,284.3416032095439,938.9528421185558
2370,2025-03-13,2025-03-31,Tender,UCIG,BER,PM,1747.6352282119572,6.848379098172467,0.9907245844430159,15.914776379832858,2.994110773252786,0.0,0.0,0.0,19.120213059050418,26.747990835701128,1766.7554412710076,1,4,1.4,225.57,2019.0734321067087,6667.384287502773
2487,2025-03-14,2025-03-31,Tender,Total,BER,PW,14.148797831241804,6.848435313893452,0.9907634859974549,0.0,0.0,0.0,0.0,0.0,15.141647133601179,7.839198799890907,29.290444964842983,5,1,5.1,203.977019230769,241.1066629955029,796.1824225437497
2549,2025-03-14,2025-03-31,Tender,AEG,BER,PW,19.171512251167503,6.848435313893452,0.9907634859974549,2.03367241554704,2.0082317531871867,0.0,0.0,0.0,16.277270668621266,11.881102968625132,35.44878291978877,5,3,5.3,203.977019230769,251.3069051191829,829.8656620845658
3266,2025-03-13,2025-03-31,Tender,Air BP,BER,PW,22.596360172744895,0.9907634844972761,1.8699582738406038,6.848435313893452,0.0,0.0,0.0,0.0,18.169976560321413,9.709157072231331,40.76633673306631,5,4,5.4,203.977019230769,254.45251303606665,840.2530885476992
3033,2025-03-13,2025-03-31,Tender,Jetex,BER,PW,24.94916272119316,25.683193314133916,1.687589708560661,0.0,0.0,0.0,0.0,0.0,0.0,27.370783022694578,24.94916272119316,5,5,5.5,203.977019230769,256.29696497465676,846.3438377393115
2736,2025-03-16,2025-03-31,Tender,WF,BER,PW,24.242,1.1520000000000001,2.198,18.182000000000002,7.960000000000001,0.0,0.0,0.0,0.0,29.492000000000004,24.242,5,6,5.6,203.977019230769,257.711019230769,851.0133277038454
2488,2025-03-14,2025-03-31,Tender,Total,BEY,PM,37.65267701349986,2.2958949398475523,14.693727615024336,0.0,0.0,0.0,0.0,0.0,0.0,16.98962255487189,37.65267701349986,1,1,1.1,216.3,270.94229956837177,894.7056616346772
2340,2025-03-13,2025-03-31,Tender,UCIG,BEY,PM,39.71898245936266,2.2958949398475523,14.693727615024336,0.0,0.0,0.0,0.0,0.0,0.0,16.98962255487189,39.71898245936266,1,2,1.2,216.3,273.00860501423455,901.5290154780054
3226,2025-03-13,2025-03-31,Tender,Jetex,BEY,PM,29.387455230048673,39.94857195334741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94857195334741,29.387455230048673,1,3,1.3,216.3,285.6360271833961,943.2272889650106
