id,supl_iata,start,end,supplier,iata,value,currency,per_volume,supl_iata_1,value_per_usdc
2431,Total-ASW,2022-01-13,2022-01-24,Total,ASW,267.65,USDC,gallion.USG.UGL,,245.79851226007895
2432,WF-ZNZ,2022-01-19,2022-01-31,WF,ZNZ,4.32257,USD,gallion.USG.UGL,,432.257
2433,Jetex-TLS,2022-01-20,2022-03-31,Jetex,TLS,2.5574,USD,gallion.USG.UGL,,255.73999999999998
2434,Jetex-TLS,2022-01-01,2022-01-19,Jetex,TLS,2.5574,USD,gallion.USG.UGL,,255.73999999999998
2435,Jetex-LFB,2023-04-02,2023-04-02,Jetex,LFB,0,USD,gallion.USG.UGL,,0.0
2436,Jetex-LFB,2022-01-19,2022-01-19,Jetex,LFB,2.5574,USD,gallion.USG.UGL,,255.73999999999998
2437,Royal Petrol-MRU,2022-01-10,2022-10-01,Royal Petrol,MRU,243,USDC,gallion.USG.UGL,,223.1609881531821
2438,AEG-BRS,2022-01-17,2022-01-23,AEG,BRS,2.701373,USD,gallion.USG.UGL,,270.1373
2439,AEG-PED,2022-01-18,2022-01-24,AEG,PED,3.261639,USD,gallion.USG.UGL,,326.1639
2440,AEG-KRK,2022-01-18,2022-01-24,AEG,KRK,2.83215,USD,gallion.USG.UGL,,283.215
2441,AEG-RZE,2022-01-18,2022-01-24,AEG,RZE,3.496464,USD,gallion.USG.UGL,,349.6464
2442,AEG-WRO,2022-01-18,2022-01-24,AEG,WRO,3.463718,USD,gallion.USG.UGL,,346.3718
2443,AEG-ASB,2022-01-19,2022-01-19,AEG,ASB,849,USD,mTon,,257.10465024971955
2444,WF-SEZ,2022-01-24,2022-01-31,WF,SEZ,2.72929,USD,gallion.USG.UGL,,272.92900000000003
2445,Total-ASW,2022-01-25,2022-03-02,Total,ASW,287,USDC,gallion.USG.UGL,,263.56873909449905
2446,Total-CAI,2022-01-25,2022-03-02,Total,CAI,257,USDC,gallion.USG.UGL,,236.0179998163284
2447,Total-RMF,2022-01-25,2022-03-02,Total,RMF,386,USDC,gallion.USG.UGL,,354.4861787124621
2448,Total-SSH,2022-01-25,2022-03-02,Total,SSH,289,USDC,gallion.USG.UGL,,265.4054550463771
2449,WF-MRU,2022-01-20,2022-01-15,WF,MRU,232.118,USDC,gallion.USG.UGL,,213.16741665901367
2450,Royal Petrol-DOH,2022-01-01,2022-01-31,Royal Petrol,DOH,217.7,USDC,gallion.USG.UGL,,199.92653136192487
2451,AEG-BRS,2022-01-24,2022-06-02,AEG,BRS,2.80161,USD,gallion.USG.UGL,,280.161
2452,AEG-BIQ,2022-01-01,2022-01-31,AEG,BIQ,4.331597,USD,gallion.USG.UGL,,433.15970000000004
2453,AEG-GAN,2021-12-27,2021-12-27,AEG,GAN,3.831465,USD,gallion.USG.UGL,,383.1465
2454,AEG-KRK,2022-01-25,2022-01-31,AEG,KRK,2.932389,USD,gallion.USG.UGL,,293.2389
2455,AEG-RZE,2022-01-25,2022-01-31,AEG,RZE,3.507254,USD,gallion.USG.UGL,,350.72540000000004
2456,AEG-WRO,2022-01-25,2022-01-31,AEG,WRO,3.487578,USD,gallion.USG.UGL,,348.75780000000003
2457,Royal Petrol-MRU,2022-02-01,2022-04-02,Royal Petrol,MRU,243,USDC,gallion.USG.UGL,,223.1609881531821
2458,Royal Petrol-MLE,2022-02-01,2022-01-02,Royal Petrol,MLE,3.614,USD,gallion.USG.UGL,,361.4
2459,WF-ZNZ,2022-02-01,2022-07-03,WF,ZNZ,4.4237,USD,gallion.USG.UGL,,442.37
2460,WF-SEZ,2022-02-01,2022-02-28,WF,SEZ,3.05524,USD,gallion.USG.UGL,,305.524
2461,WF-MRU,2022-01-16,2022-02-28,WF,MRU,230.118,USDC,gallion.USG.UGL,,211.33070070713563
2462,WF-LXR,2022-01-25,2022-01-26,WF,LXR,289.65,USDC,gallion.USG.UGL,,266.00238773073744
2463,Jetex-AER,2022-01-16,2021-12-16,Jetex,AER,749.80011,EUR,mTon,,208.52577480234615
2464,Jetex-KRR,2022-02-11,2022-08-03,Jetex,KRR,752.47937,EUR,mTon,,209.2708997495763
2465,Jetex--OSR,2021-02-01,2022-07-02,Jetex ,OSR,2.2407,EUR,gallion.USG.UGL,,205.77647166865643
2466,Royal Petrol-NHD,2022-02-01,2022-02-28,Royal Petrol,NHD,5.0819,USD,gallion.USG.UGL,,508.19
2467,Royal Petrol-HRG,2022-01-25,2022-03-02,Royal Petrol,HRG,2.8765,USD,gallion.USG.UGL,,287.65
2468,AEG-MIR,2022-02-01,2022-02-01,AEG,MIR,3.039013,USD,gallion.USG.UGL,,303.9013
2469,AEG-BIQ,2022-02-01,2022-02-01,AEG,BIQ,4.331597,USD,gallion.USG.UGL,,433.15970000000004
2470,AEG-PED,2022-01-25,2022-07-02,AEG,PED,3.344304,USD,gallion.USG.UGL,,334.4304
2471,AEG-AQJ,2022-02-01,2022-02-01,AEG,AQJ,3.034589,USD,gallion.USG.UGL,,303.45889999999997
2472,AEG-KRK,2022-02-01,2022-07-03,AEG,KRK,2.954667,USD,gallion.USG.UGL,,295.4667
2473,AEG-RZE,2022-02-01,2022-07-02,AEG,RZE,3.575499,USD,gallion.USG.UGL,,357.54990000000004
2474,AEG-WRO,2022-02-01,2022-07-02,AEG,WRO,3.545903,USD,gallion.USG.UGL,,354.5903
2475,Royal Petrol-JIB,2022-02-01,2022-05-03,Royal Petrol,JIB,318.3,USDC,gallion.USG.UGL,,292.3133437413904
2476,Shannon-GYD,2022-02-01,2022-02-01,Shannon,GYD,1035,USD,mTon,,313.43146408534716
2477,Shannon-EVN,2022-02-01,2022-02-28,Shannon,EVN,1261,USD,mTon,,381.87157121895916
2478,Shannon-DNK,2022-02-01,2022-07-02,Shannon,DNK,920,USD,mTon,,278.6057458536419
2479,Shannon-HRK,2022-02-01,2022-02-28,Shannon,HRK,1083,USD,mTon,,327.96741604292845
2480,Shannon-LWO,2022-02-01,2022-02-28,Shannon,LWO,973,USD,mTon,,294.65585947347125
2481,Shannon-ROV,2022-02-01,2022-07-02,Shannon,ROV,704,EUR,mTon,,195.78837546563136
2482,Shannon-AER,2022-02-01,2022-07-02,Shannon,AER,823,EUR,mTon,,228.8832855230321
2483,Shannon-VOG,2022-02-01,2022-02-28,Shannon,VOG,854,EUR,mTon,,237.50464864722895
2484,Shannon-KZN,2022-02-01,2022-02-28,Shannon,KZN,777,EUR,mTon,,216.09029508067547
2485,Shannon-KUF,2022-02-01,2022-02-28,Shannon,KUF,805,EUR,mTon,,223.8773327412404
2486,Total-CAI,2022-02-04,2022-03-14,Total,CAI,262,USDC,gallion.USG.UGL,,240.6097896960235
2487,Total-RMF,2022-02-04,2022-02-16,Total,RMF,391,USDC,gallion.USG.UGL,,359.0779685921572
2488,Total-SSH,2022-02-04,2022-03-14,Total,SSH,294,USDC,gallion.USG.UGL,,269.9972449260722
2489,Royal Petrol-HRG,2022-02-04,2022-02-28,Royal Petrol,HRG,2.9015,USD,gallion.USG.UGL,,290.15
2490,Shannon-DNK,2022-02-08,2022-02-08,Shannon,DNK,1008,USD,mTon,,305.25499110920765
2491,Shannon-ROV,2022-02-08,2022-02-08,Shannon,ROV,748,EUR,mTon,,208.02514893223332
2492,Shannon-AER,2022-02-08,2022-10-02,Shannon,AER,825,EUR,mTon,,229.43950249878674
2493,Shannon-AER,2022-02-11,2022-02-11,Shannon,AER,773.4794,EUR,mTon,,215.11118633825464
2494,AEG-BRS,2022-02-07,2022-02-13,AEG,BRS,2.867779,USD,gallion.USG.UGL,,286.7779
2495,AEG-GAN,2022-02-01,2022-01-02,AEG,GAN,3.831465,USD,gallion.USG.UGL,,383.1465
2496,AEG-KRK,2022-02-08,2022-03-14,AEG,KRK,2.998559,USD,gallion.USG.UGL,,299.8559
2497,AEG-RZE,2022-02-08,2022-02-14,AEG,RZE,3.731411,USD,gallion.USG.UGL,,373.1411
2498,AEG-WRO,2022-02-08,2022-02-14,AEG,WRO,3.691071,USD,gallion.USG.UGL,,369.1071
2499,AEG-ASB,2022-02-08,2022-02-08,AEG,ASB,902.150099,USD,mTon,,273.20021869981724
2500,Total-ASW,2022-02-04,2022-02-04,Total,ASW,291.65,USDC,gallion.USG.UGL,,267.8391036826155
2501,AEG-PED,2022-02-08,2022-02-08,AEG,PED,3.42984,USD,gallion.USG.UGL,,342.984
2502,AEG-KRK,2022-02-15,2022-02-15,AEG,KRK,3.030509,USD,gallion.USG.UGL,,303.0509
2503,AEG-RZE,2022-02-15,2022-02-21,AEG,RZE,3.749308,USD,gallion.USG.UGL,,374.93080000000003
2504,AEG-WRO,2022-02-15,2022-02-21,AEG,WRO,3.708764,USD,gallion.USG.UGL,,370.8764
2505,Royal Petrol-HRG,2022-02-17,2022-02-17,Royal Petrol,HRG,3.0265,USD,gallion.USG.UGL,,302.65
2506,Total-ASW,2022-02-17,2022-02-23,Total,ASW,301.65,USDC,gallion.USG.UGL,,277.02268344200564
2507,Total-CAI,2022-02-17,2022-02-17,Total,CAI,272,USDC,gallion.USG.UGL,,249.7933694554137
2508,Total-RMF,2022-02-17,2022-02-17,Total,RMF,401,USDC,gallion.USG.UGL,,368.26154835154745
2509,Total-SSH,2022-02-17,2022-02-17,Total,SSH,304,USDC,gallion.USG.UGL,,279.18082468546237
2510,WF-LXR,2022-02-17,2022-03-03,WF,LXR,304.65,USDC,gallion.USG.UGL,,279.7777573698227
2511,AEG-BRS,2022-02-21,2022-02-27,AEG,BRS,2.905785,USD,gallion.USG.UGL,,290.57849999999996
2512,AEG-PED,2022-02-15,2022-02-15,AEG,PED,3.440299,USD,gallion.USG.UGL,,344.0299
2513,AEG-KRK,2022-02-22,2022-03-28,AEG,KRK,3.036566,USD,gallion.USG.UGL,,303.6566
2514,AEG-RZE,2022-02-22,2022-02-28,AEG,RZE,3.703673,USD,gallion.USG.UGL,,370.3673
2515,AEG-WRO,2022-02-22,2022-02-28,AEG,WRO,3.66365,USD,gallion.USG.UGL,,366.365
2516,AEG-ASB,2022-02-16,2022-02-28,AEG,ASB,902.150099,USD,mTon,,273.20021869981724
2517,Jetex-AER,2022-02-11,2022-08-04,Jetex,AER,773.59913,EUR,mTon,,215.14448426750815
2518,Total-ASW,2022-02-24,2022-02-24,Total,ASW,302.65,USDC,gallion.USG.UGL,,277.9410414179447
2519,Total-CAI,2022-02-24,2022-02-24,Total,CAI,274,USDC,gallion.USG.UGL,,251.63008540729177
2520,Total-RMF,2022-02-24,2022-03-14,Total,RMF,403,USDC,gallion.USG.UGL,,370.0982643034255
2521,Total-SSH,2022-02-24,2022-02-24,Total,SSH,305,USDC,gallion.USG.UGL,,280.0991826614014
2522,Royal Petrol-NHD,2022-03-01,2022-03-31,Royal Petrol,NHD,5.3263,USD,gallion.USG.UGL,,532.63
2523,Royal Petrol-HRG,2022-03-01,2022-03-03,Royal Petrol,HRG,3.0365,USD,gallion.USG.UGL,,303.65000000000003
2524,AEG-MIR,2022-03-01,2022-03-31,AEG,MIR,3.21087,USD,gallion.USG.UGL,,321.087
2525,AEG-BRS,2022-02-28,2022-03-13,AEG,BRS,2.958326,USD,gallion.USG.UGL,,295.8326
2526,AEG-BIQ,2022-03-01,2022-03-15,AEG,BIQ,4.698354,USD,gallion.USG.UGL,,469.8354
2527,AEG-PED,2022-03-01,2022-03-14,AEG,PED,3.327396,USD,gallion.USG.UGL,,332.7396
2528,AEG-AQJ,2022-03-01,2022-03-15,AEG,AQJ,3.034599,USD,gallion.USG.UGL,,303.4599
2529,AEG-KRK,2022-03-01,2022-07-03,AEG,KRK,3.089108,USD,gallion.USG.UGL,,308.9108
2530,AEG-RZE,2022-03-01,2022-07-03,AEG,RZE,3.572864,USD,gallion.USG.UGL,,357.2864
2531,AEG-WRO,2022-03-01,2022-07-03,AEG,WRO,3.533092,USD,gallion.USG.UGL,,353.3092
2532,Shannon-MCX,2022-03-01,2022-03-01,Shannon,MCX,677,EUR,mTon,,188.2794462929438
2533,Royal Petrol-JIB,2022-03-06,2022-10-03,Royal Petrol,JIB,343.65,USDC,gallion.USG.UGL,,315.59371843144453
2534,WF-LXR,2022-03-04,2022-03-14,WF,LXR,311.65,USDC,gallion.USG.UGL,,286.20626320139587
2535,AEG-DMM,2022-03-08,2022-03-14,AEG,DMM,2.9098,USD,gallion.USG.UGL,,290.98
2536,WF-DMM,2022-03-08,2022-08-03,WF,DMM,2.99538,USD,gallion.USG.UGL,,299.538
2537,Jetex-AER,2022-03-09,2022-09-03,Jetex,AER,724.23524,EUR,mTon,,201.41596746386597
2538,Jetex-KRR,2022-03-09,2022-09-03,Jetex,KRR,752.47937,EUR,mTon,,209.2708997495763
2539,AEG-MLE,2022-03-01,2022-03-23,AEG,MLE,4.383773,USD,gallion.USG.UGL,,438.3773
2540,AEG-GAN,2022-03-01,2022-03-01,AEG,GAN,4.767944,USD,gallion.USG.UGL,,476.7944
2541,AEG-ASM,2022-03-01,2022-03-01,AEG,ASM,3.0827,USD,gallion.USG.UGL,,308.27
2542,AEG-KRK,2022-03-08,2022-03-08,AEG,KRK,3.58031,USD,gallion.USG.UGL,,358.031
2543,AEG-WRO,2022-03-08,2022-03-14,AEG,WRO,4.059122,USD,gallion.USG.UGL,,405.91220000000004
2544,AEG-ASB,2022-03-01,2022-03-15,AEG,ASB,1041.149908,USD,mTon,,315.2938550693377
2545,Royal Petrol-HRG,2022-03-04,2022-03-14,Royal Petrol,HRG,3.0965,USD,gallion.USG.UGL,,309.65
2546,AEG-ALG,2022-03-01,2022-03-30,AEG,ALG,2.82,USD,gallion.USG.UGL,,282.0
2547,WF-ALG,2022-03-01,2022-03-30,WF,ALG,2.97,USD,gallion.USG.UGL,,297.0
2548,WF-LXR,2022-03-15,2022-03-15,WF,LXR,381.65,USDC,gallion.USG.UGL,,350.49132151712735
2549,Royal Petrol-DWC,2022-03-01,2022-03-01,Royal Petrol,DWC,267.85,USDC,gallion.USG.UGL,,245.9821838552668
2550,Airport KSC-KSC,2022-03-01,2022-03-31,Airport KSC,KSC,1.13,EUR,litter.L,,392.829031290219
2551,Shannon-GYD,2022-03-01,2022-03-30,Shannon,GYD,910,USD,mTon,,275.5774225291458
2552,Shannon-KIV,2022-05-09,2022-05-09,Shannon,KIV,"1,353.00",EUR,mTon,,0.27810848787731723
2553,Shannon-KIV,2022-03-01,2022-03-31,Shannon,KIV,998,EUR,mTon,,277.5522709015626
2554,Royal Petrol-RUH,2022-03-01,2022-03-30,Royal Petrol,RUH,265.76,USDC,gallion.USG.UGL,,244.06281568555423
2555,Airport ALA--ALA,2022-03-01,2022-03-30,Airport ALA ,ALA,"1,370.00",USD,mTon,,0.3028323324496108
2556,WF-SCV,2023-04-02,2023-03-31,WF,SCV,0,USD,gallion.USG.UGL,,0.0
2557,WF-SCV,2022-03-01,2022-03-31,WF,SCV,4.20364,USD,gallion.USG.UGL,,420.36400000000003
2558,Shannon-EVN,2022-10-15,2023-03-31,Shannon,EVN,1745,USD,mTon,,528.4424201245707
2559,Shannon-EVN,2022-03-01,2022-03-31,Shannon,EVN,1444,USD,mTon,,437.28988805723793
2560,Shannon--KBP,2022-03-01,2022-03-31,Shannon ,KBP,1005,USD,mTon,,304.3464941118588
2561,Shannon-DNK,2022-03-01,2022-03-31,Shannon,DNK,1040,USD,mTon,,314.9456257475952
2562,Shannon-HRK,2022-03-01,2022-03-31,Shannon,HRK,1115,USD,mTon,,337.658050681316
2563,Shannon-LWO,2022-03-01,2022-03-31,Shannon,LWO,1005,USD,mTon,,304.3464941118588
2564,Shannon-ROV,2022-03-01,2022-03-31,Shannon,ROV,546,EUR,mTon,,151.84723438101523
2565,Shannon-AER,2022-03-01,2022-03-31,Shannon,AER,772,EUR,mTon,,214.69975264128894
2566,Shannon-VOG,2022-03-01,2022-03-31,Shannon,VOG,659,EUR,mTon,,183.27349351115205
2567,Shannon-KZN,2022-03-01,2022-03-31,Shannon,KZN,803,EUR,mTon,,223.32111576548576
2568,Shannon-KUF,2022-04-20,2023-03-31,Shannon,KUF,820,EUR,mTon,,228.04896005940012
2569,Shannon-KUF,2022-03-01,2022-03-01,Shannon,KUF,795,EUR,mTon,,221.0962478624672
2570,Total-CAI,2022-03-15,2022-03-15,Total,CAI,345,USDC,gallion.USG.UGL,,316.83350169896227
2571,Total-ASW,2022-03-15,2022-03-15,Total,ASW,378.65,USDC,gallion.USG.UGL,,347.73624758931027
2572,Total-RMF,2022-03-15,2022-03-15,Total,RMF,477,USDC,gallion.USG.UGL,,438.056754522913
2573,Total-SSH,2022-03-15,2022-03-23,Total,SSH,381,USDC,gallion.USG.UGL,,349.894388832767
2574,AEG-BRS,2022-03-14,2022-10-04,AEG,BRS,3.920124,USD,gallion.USG.UGL,,392.0124
2575,AEG-BIQ,2022-03-16,2022-03-31,AEG,BIQ,5.013382,USD,gallion.USG.UGL,,501.33820000000003
2576,AEG-AQJ,2022-03-16,2022-03-31,AEG,AQJ,3.2535,USD,gallion.USG.UGL,,325.34999999999997
2577,AEG-KRK,2022-03-15,2022-03-21,AEG,KRK,4.05092,USD,gallion.USG.UGL,,405.092
2578,AEG-WRO,2022-03-15,2022-03-21,AEG,WRO,4.854177,USD,gallion.USG.UGL,,485.41769999999997
2579,Royal Petrol-HRG,2022-03-15,2022-03-15,Royal Petrol,HRG,3.7965,USD,gallion.USG.UGL,,379.65
2580,AEG-NCE,2022-03-01,2022-03-21,AEG,NCE,4.119,USD,gallion.USG.UGL,,411.9
2581,WF-RZE,2023-03-15,2023-03-31,WF,RZE,3.73,EUR,gallion.USG.UGL,,342.54752502525486
2582,WF-RZE,2022-03-01,2022-03-28,WF,RZE,4.689,USD,gallion.USG.UGL,,468.9
2583,AEG-PED,2022-03-15,2022-03-30,AEG,PED,4.801891,USD,gallion.USG.UGL,,480.18910000000005
2584,Total-ASW,2022-03-24,2022-03-24,Total,ASW,345.65,USDC,gallion.USG.UGL,,317.4304343833226
2585,Total-CAI,2022-03-24,2022-03-24,Total,CAI,316,USDC,gallion.USG.UGL,,290.20112039673063
2586,Total-RMF,2022-03-24,2022-03-24,Total,RMF,446,USDC,gallion.USG.UGL,,409.58765726880335
2587,Total-SSH,2022-03-24,2022-03-24,Total,SSH,348,USDC,gallion.USG.UGL,,319.5885756267793
2588,Royal Petrol-HRG,2022-03-24,2022-03-24,Royal Petrol,HRG,3.4665,USD,gallion.USG.UGL,,346.65
2589,Royal Petrol-HRG,2022-03-24,2022-05-04,Royal Petrol,HRG,344.95,USDC,gallion.USG.UGL,,316.7875838001653
2590,Royal Petrol-CAI,2022-03-24,2022-05-04,Royal Petrol,CAI,344.95,USDC,gallion.USG.UGL,,316.7875838001653
2591,Royal Petrol-SSH,2022-03-24,2022-12-04,Royal Petrol,SSH,346.15,USDC,gallion.USG.UGL,,317.8896133712921
2592,Royal Petrol-ADD,2022-02-26,2022-04-04,Royal Petrol,ADD,471.07,USDC,gallion.USG.UGL,,432.6108917255946
2593,Royal Petrol-ALG,2022-04-01,2022-10-04,Royal Petrol,ALG,400.39,USDC,gallion.USG.UGL,,367.7013499862246
2594,Royal Petrol-DMM,2022-04-01,2022-04-30,Royal Petrol,DMM,344.78,USDC,gallion.USG.UGL,,316.63146294425565
2595,Royal Petrol-MLE,2022-03-24,2022-05-25,Royal Petrol,MLE,458.19,USDC,gallion.USG.UGL,,420.78244099550005
2596,Royal Petrol-PEK,2022-04-01,2022-04-30,Royal Petrol,PEK,1051.75,USD,mTon,,318.5039056538781
2597,Royal Petrol-LXR,2022-03-24,2022-05-04,Royal Petrol,LXR,347.15,USDC,gallion.USG.UGL,,318.8079713472311
2598,Royal Petrol-ASW,2022-03-24,2022-05-04,Royal Petrol,ASW,345.65,USDC,gallion.USG.UGL,,317.4304343833226
2599,UCIG-ALA,2023-10-01,2023-03-31,UCIG,ALA,"1,210.00",USD,mTon,,0.3028323324496108
2600,UCIG-ALA,2022-04-01,2022-04-30,UCIG,ALA,"1,020.00",USD,mTon,,0.3028323324496108
2601,UCIG-AQJ,2023-03-02,2023-03-31,UCIG,AQJ,351.85,USDC,gallion.USG.UGL,,323.12425383414455
2602,UCIG-AQJ,2022-04-01,2022-04-30,UCIG,AQJ,419.65,USDC,gallion.USG.UGL,,385.38892460281016
2603,UCIG-TLV,2023-10-01,2024-03-31,UCIG,TLV,303.63,USDC,gallion.USG.UGL,,278.84103223436495
2604,UCIG-TLV,2022-04-01,2022-04-25,UCIG,TLV,381.84,USDC,gallion.USG.UGL,,350.6658095325558
2605,WF-BQH,2023-10-01,2023-03-31,WF,BQH,4.8,USD,gallion.USG.UGL,,480.0
2606,WF-BQH,2022-04-01,2022-04-30,WF,BQH,5.3,USD,gallion.USG.UGL,,530.0
2607,WF--DOH,2023-03-31,2023-03-31,WF ,DOH,0,USD,gallion.USG.UGL,,0.0
2608,WF-DOH,2022-04-01,2022-04-30,WF,DOH,3.4,USD,gallion.USG.UGL,,340.0
2609,WF-MRU,2023-03-17,2023-03-31,WF,MRU,348.34,USDC,gallion.USG.UGL,,319.9008173385986
2610,WF-MRU,2022-03-28,2022-03-31,WF,MRU,291.67,USDC,gallion.USG.UGL,,267.85747084213426
2611,WF-OMO,2022-07-04,2023-03-31,WF,OMO,5.17,USD,gallion.USG.UGL,,517.0
2612,WF-OMO,2022-03-16,2022-05-04,WF,OMO,5.11,USD,gallion.USG.UGL,,511.00000000000006
2613,WF-RZE,2022-03-29,2022-04-04,WF,RZE,4.639,USD,gallion.USG.UGL,,463.90000000000003
2614,WF-SEN,2023-03-21,2023-03-31,WF,SEN,4.71,USD,gallion.USG.UGL,,471.0
2615,WF-SEN,2022-03-18,2022-03-31,WF,SEN,5.05,USD,gallion.USG.UGL,,505.0
2616,WF-SEZ,2022-04-02,2022-04-30,WF,SEZ,6.07,USD,gallion.USG.UGL,,607.0
2617,WF-WNZ,2022-04-01,2022-04-30,WF,WNZ,3.6,USD,gallion.USG.UGL,,360.0
2618,WF-ZNZ,2023-03-02,2023-03-31,WF,ZNZ,5.47,USD,gallion.USG.UGL,,547.0
2619,WF-ZNZ,2022-03-01,2022-03-31,WF,ZNZ,4.23,USD,gallion.USG.UGL,,423.00000000000006
2620,CAC-JIB,2023-03-12,2023-03-31,CAC,JIB,4.78,USD,gallion.USG.UGL,,478.0
2621,CAC-JIB,2022-04-01,2022-10-04,CAC,JIB,4.02,USD,gallion.USG.UGL,,401.99999999999994
2622,Royal Petrol-CMB,2022-04-05,2022-04-05,Royal Petrol,CMB,366.5,USDC,gallion.USG.UGL,,336.5781981816512
2623,Shannon-EVN,2022-04-01,2022-04-18,Shannon,EVN,1525,USD,mTon,,461.8193069856564
2624,Shannon-ROV,2023-04-02,2023-03-31,Shannon,ROV,0,EUR,mTon,,0.0
2625,Shannon-ROV,2022-04-01,2022-04-18,Shannon,ROV,743,EUR,mTon,,206.63460649284673
2626,Shannon-AER,2022-04-20,2023-03-31,Shannon,AER,732,EUR,mTon,,203.57541312619622
2627,Shannon-AER,2022-04-19,2022-04-19,Shannon,AER,732,EUR,mTon,,203.57541312619622
2628,Shannon-VOG,2022-04-01,2022-04-30,Shannon,VOG,900,EUR,mTon,,250.29763908958552
2629,Shannon-KZN,2022-04-01,2022-04-18,Shannon,KZN,803,EUR,mTon,,223.32111576548576
2630,Shannon-KUF,2022-04-01,2022-04-18,Shannon,KUF,815,EUR,mTon,,226.65841762001358
2631,WF-CMB,2023-09-06,2023-03-31,WF,CMB,2.63549,USDC,gallion.USG.UGL,,2.4203232620075306
2632,WF-CMB,2022-04-05,2022-04-05,WF,CMB,303.09,USDC,gallion.USG.UGL,,278.3451189273579
2633,WF-PFO,2023-05-01,2023-03-31,WF,PFO,2.34376,USD,gallion.USG.UGL,,234.376
2634,WF-PFO,2022-04-06,2022-11-04,WF,PFO,3.79222,USD,gallion.USG.UGL,,379.222
2635,Royal Petrol-LXR,2022-04-06,2022-12-04,Royal Petrol,LXR,398.65,USDC,gallion.USG.UGL,,366.1034071080907
2636,Royal Petrol-ASW,2022-04-06,2022-12-04,Royal Petrol,ASW,395.65,USDC,gallion.USG.UGL,,363.34833318027364
2637,Royal Petrol-HRG,2022-04-06,2022-12-04,Royal Petrol,HRG,396.65,USDC,gallion.USG.UGL,,364.2666911562127
2638,Royal Petrol-CAI,2022-04-06,2022-12-04,Royal Petrol,CAI,366,USDC,gallion.USG.UGL,,336.1190191936817
2639,Royal Petrol-ADD,2022-04-04,2022-07-05,Royal Petrol,ADD,573.46,USDC,gallion.USG.UGL,,526.641564881991
2640,AEG-PED,2022-03-29,2022-04-04,AEG,PED,4.494735,USD,gallion.USG.UGL,,449.47350000000006
2641,Shannon-MSQ,2023-04-02,2023-03-31,Shannon,MSQ,0,EUR,mTon,,0.0
2642,Shannon-MSQ,2022-02-12,2022-02-28,Shannon,MSQ,972,EUR,mTon,,270.3214502167524
2643,WF-OMO,2022-04-06,2022-04-30,WF,OMO,4.86,USD,gallion.USG.UGL,,486.00000000000006
2644,WF-RZE,2022-04-05,2022-03-04,WF,RZE,4.489,USD,gallion.USG.UGL,,448.9
2645,WF-SEN,2022-04-01,2022-04-30,WF,SEN,5.11,USD,gallion.USG.UGL,,511.00000000000006
2646,WF-ZNZ,2022-04-01,2022-04-30,WF,ZNZ,5.13,USD,gallion.USG.UGL,,513.0
2647,Shannon-VKO,2022-02-12,2022-02-28,Shannon,VKO,"1,160.00",EUR,mTon,,0.27810848787731723
2648,CAC-JIB,2022-04-11,2022-11-04,CAC,JIB,4.07,USD,gallion.USG.UGL,,407.0
2649,AEG-MIR,2022-04-01,2022-04-30,AEG,MIR,4.215178,USD,gallion.USG.UGL,,421.51779999999997
2650,AEG-BRS,2022-04-11,2022-01-05,AEG,BRS,3.82458,USD,gallion.USG.UGL,,382.458
2651,AEG-BIQ,2022-04-01,2022-04-15,AEG,BIQ,5.735286,USD,gallion.USG.UGL,,573.5286
2652,AEG-PED,2022-04-05,2022-04-18,AEG,PED,4.900968,USD,gallion.USG.UGL,,490.0968
2653,AEG-AQJ,2022-04-01,2022-04-15,AEG,AQJ,4.198519,USD,gallion.USG.UGL,,419.8519
2654,AEG-MLE,2022-03-24,2022-04-23,AEG,MLE,5.111821,USD,gallion.USG.UGL,,511.1821
2655,AEG-ASM,2022-04-01,2022-04-30,AEG,ASM,3.00351,USD,gallion.USG.UGL,,300.351
2656,AEG-KRK,2022-04-12,2022-04-18,AEG,KRK,3.941448,USD,gallion.USG.UGL,,394.1448
2657,AEG-WRO,2022-04-12,2022-04-18,AEG,WRO,4.598815,USD,gallion.USG.UGL,,459.8815
2658,AEG-ASB,2022-04-01,2022-04-15,AEG,ASB,1221.150025,USD,mTon,,369.80371034165046
2659,Royal Petrol-LXR,2022-04-13,2022-04-21,Royal Petrol,LXR,380.65,USDC,gallion.USG.UGL,,349.57296354118836
2660,Royal Petrol-ASW,2022-04-13,2022-04-21,Royal Petrol,ASW,377.65,USDC,gallion.USG.UGL,,346.8178896133713
2661,Royal Petrol-HRG,2022-04-13,2022-04-21,Royal Petrol,HRG,378.65,USDC,gallion.USG.UGL,,347.73624758931027
2662,Royal Petrol-CAI,2022-04-13,2022-04-21,Royal Petrol,CAI,348,USDC,gallion.USG.UGL,,319.5885756267793
2663,Royal Petrol-SSH,2022-04-13,2022-04-21,Royal Petrol,SSH,379.85,USDC,gallion.USG.UGL,,348.83827716043714
2664,Shannon-KIV,2022-04-01,2022-04-30,Shannon,KIV,"1,093.00",EUR,mTon,,0.27810848787731723
2665,Royal Petrol-JIB,2022-04-11,2022-04-30,Royal Petrol,JIB,401.69,USDC,gallion.USG.UGL,,368.8952153549454
2666,AEG-ETM,2022-02-12,2022-02-28,AEG,ETM,3.26,USD,gallion.USG.UGL,,326.0
2667,Shannon-EVN,2022-04-19,2022-04-19,Shannon,EVN,1520,USD,mTon,,460.30514532340834
