id,valid_since,valid_until,confirmed,supplier,iata,period,diff_calc,value_fee_calc,value_fee_calc_1,value_fee_calc_2,value_fee_calc_3,value_fee_calc_4,value_fee_calc_5,value_fee_calc_6,SAF_diff_calc,total_fees_calc,diff_total,rank1,rank2,rank_final
3215,2025-03-13,2025-03-31,Tender,Jetex,BJV,1/2M,21.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,21.0,1,4,1.4
2918,2025-03-17,2025-03-31,Tender,Royal Petrol,BLL,PW,25.30076223712003,4.0058481735296105,2.8415874453603056,0.0,0.0,0.0,0.0,0.0,0.0,6.847435618889916,25.30076223712003,1,1,1.1
3268,2025-03-13,2025-03-31,Tender,Air BP,BLL,PW,25.71402332629259,4.143980869168562,3.3317612796849585,0.0,0.0,0.0,0.0,0.0,18.169976560321413,7.47574214885352,43.883999886614006,1,2,1.2
3075,2025-03-13,2025-03-31,Tender,Jetex,BLL,PW,25.25484433832308,23.317109009091745,2.8291632507825004,1.0609970560305955,0.0,0.0,0.0,0.0,0.0,27.20726931590484,25.25484433832308,1,3,1.3
2412,2025-03-13,2025-03-31,Tender,CAC,BLL,PW,30.305813205987693,4.143980869168562,15.141647133601179,2.9126271314943133,0.0,0.0,0.0,0.0,0.0,22.198255134264055,30.305813205987693,1,4,1.4
2554,2025-03-14,2025-03-31,Tender,AEG,BLL,PW,36.8,4.143980869168562,4.972777043002274,3.6585438359013938,0.0,0.0,0.0,0.0,16.84508243613131,12.77530174807223,53.645082436131304,1,5,1.5
3269,2025-03-13,2025-03-31,Tender,Air BP,BLQ,PM,22.596360172744895,0.9455707641517864,1.8743854581447064,0.42786015914527525,0.0,0.0,0.0,0.0,13.059670652731016,3.2478163814417678,35.65603082547591,1,1,1.1
2459,2025-03-13,2025-03-31,Tender,CAC,BLQ,PM,28.506177448693556,0.9351416748412885,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,0.9351416748412885,38.9352667591912,1,2,1.2
2555,2025-03-14,2025-03-31,Tender,AEG,BLQ,PM,29.600601665956038,0.9351416748412885,0.3727175418346322,0.0,0.0,0.0,0.0,0.0,10.429089310497643,1.3078592166759206,40.02969097645368,1,3,1.3
2987,2025-03-13,2025-03-31,Tender,Ist Jet,BLQ,PM,29.2014500693934,1.964145153477056,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,1.964145153477056,39.63053937989104,1,4,1.4
3175,2025-03-13,2025-03-31,Tender,Jetex,BLQ,PM,59.01752113548546,13.888074074842464,0.42786015914527525,0.0,0.0,0.0,0.0,0.0,0.0,14.31593423398774,59.01752113548546,1,5,1.5
2490,2025-03-14,2025-03-31,Tender,Total,BLQ,PW,32.33017686254269,0.9351416748412885,0.0,0.0,0.0,0.0,0.0,0.0,11.819634551897328,0.9351416748412885,44.14981141444002,6,1,6.1
2741,2025-03-16,2025-03-31,Tender,WF,BLQ,PW,46.422999999999995,1.099,2.02,12.121,8.081000000000001,8.831999999999999,0.0,0.0,0.0,32.153,46.422999999999995,6,2,6.2
2491,2025-03-14,2025-03-31,Tender,Total,BOD,PW,40.673448310940806,3.5597958233733125,0.8795198665170391,0.0,0.0,0.0,0.0,0.0,18.54851773866144,4.439315689890352,59.221966049602244,1,1,1.1
3135,2025-03-13,2025-03-31,Tender,Jetex,BOD,PW,50.32661337673743,22.581888073145027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.581888073145027,50.32661337673743,1,3,1.3
2425,2025-03-13,2025-03-31,Tender,CAC,BOD,PW,48.669083448989,0.8795198651853011,3.5597958179831957,0.0,0.0,0.0,0.0,0.0,20.44122363036159,4.439315683168497,69.11030707935059,1,4,1.4
2742,2025-03-16,2025-03-31,Tender,WF,BOD,PW,78.309,1.022,4.137,0.295,22.627,2.4864453112715608,0.0,0.0,0.0,30.56744531127156,78.309,1,5,1.5
2426,2025-03-13,2025-03-31,Tender,CAC,BOD,PW,48.669083448989,3.5597958179831957,0.0,0.0,0.0,0.0,0.0,1500000.0,20.44122363036159,1500003.559795818,69.11030707935059,1,6,1.6
2959,2025-03-13,2025-03-31,Tender,Ist Jet,BRI,PM,30.244359000443165,0.9455707641517864,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,0.9455707641517864,40.673448310940806,1,1,1.1
3270,2025-03-13,2025-03-31,Tender,Air BP,BRI,PM,26.072723276244105,1.964145156451095,1.8743854581447064,0.42786015914527525,0.0,0.0,0.0,0.0,13.059670652731016,4.266390773741077,39.13239392897512,1,2,1.2
2556,2025-03-14,2025-03-31,Tender,AEG,BRI,PM,30.643510597005804,1.964145153477056,0.3727175418346322,0.0,0.0,0.0,0.0,0.0,10.429089310497643,2.336862695311688,41.072599907503445,1,3,1.3
2460,2025-03-13,2025-03-31,Tender,CAC,BRI,PM,36.84944889709167,1.964145153477056,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,1.964145153477056,47.278538207589314,1,4,1.4
3164,2025-03-13,2025-03-31,Tender,Jetex,BRI,PM,52.41243123883695,14.921840170930025,0.42786015914527525,0.0,0.0,0.0,0.0,0.0,0.0,15.3497003300753,52.41243123883695,1,5,1.5
2743,2025-03-16,2025-03-31,Tender,WF,BRI,PW,44.306,2.283,2.02,12.121,14.513000000000002,0.0,0.0,0.0,0.0,30.937,44.306,6,1,6.1
2411,2025-03-13,2025-03-31,Tender,CAC,BRQ,PW,145.0,1.8126362757012249,0.6591404638913545,0.0,0.0,0.0,0.0,0.0,0.0,2.4717767395925794,145.0,1,1,1.1
3189,2025-03-13,2025-03-31,Tender,Jetex,BRQ,PW,107.44788318486546,52.77803287721554,7.687299300339287,0.0,0.0,0.0,0.0,0.0,0.0,60.46533217755483,107.44788318486546,1,2,1.2
2557,2025-03-14,2025-03-31,Tender,AEG,BRQ,PW,127.0,1.8126362757012249,60.0,0.6591404638913545,7.687299300339287,0.0,0.0,0.0,0.0,70.15907603993186,127.0,1,3,1.3
3060,2025-03-13,2025-03-31,Tender,Jetex,BRS,PM,104.6928092570484,26.145651574983926,1.9536093487912758,0.0,0.0,0.0,0.0,0.0,0.0,28.0992609237752,104.6928092570484,1,1,1.1
2558,2025-03-14,2025-03-31,Tender,AEG,BRS,PM,120.0,4.0,5.679821912661224,2.6930190103135114,1.9585596657536604,0.0,0.0,0.0,16.655811846961296,14.331400588728396,136.65581184696129,1,2,1.2
2744,2025-03-16,2025-03-31,Tender,WF,BRS,PW,37.754,1.2109999999999999,2.8529999999999998,2.661,7.725999999999999,17.413,2.329,0.0,0.0,34.193,37.754,3,1,3.1
2292,2025-03-12,2025-03-31,Tender,Q8,BRU,PM,7.47418067252331,2.204014207618502,2.0475778679610372,1.9386429382904231,0.18736814884058645,0.0,0.0,0.0,20.44122363036159,6.377603162710549,27.9154043028849,1,1,1.1
2492,2025-03-14,2025-03-31,Tender,Total,BRU,PW,4.310690248339026,1.626937932437632,2.0475778679610372,1.5032401626178857,0.0,0.0,0.0,0.0,18.169976560321413,5.177755963016555,22.480666808660438,2,1,2.1
3271,2025-03-13,2025-03-31,Tender,Air BP,BRU,PW,5.2145446552488215,2.204014207618502,2.0475778679610372,1.0404569411262365,0.0,0.0,0.0,0.0,18.169976560321413,5.292049016705776,23.384521215570235,2,2,2.2
2559,2025-03-14,2025-03-31,Tender,AEG,BRU,PW,7.351877699270174,2.0753887727890308,2.2665887434814875,0.8584575071521425,0.0,0.0,0.0,0.0,18.169976560321413,5.20043502342266,25.521854259591585,2,3,2.3
2401,2025-03-13,2025-03-31,Tender,CAC,BRU,PW,6.605089896648507,1.626937932437632,2.0475778679610372,1.5032401626178857,0.18038881951414623,0.0,0.0,0.0,18.772360758895754,5.358144782530701,25.377450655544262,2,4,2.4
3032,2025-03-13,2025-03-31,Tender,Jetex,BRU,PW,8.957892445096777,21.582016517316582,0.18038881951414623,1.6106144599477346,0.0,0.0,0.0,0.0,0.0,23.37301979677846,8.957892445096777,2,5,2.5
2745,2025-03-16,2025-03-31,Tender,WF,BRU,PW,4.04,3.2199999999999998,2.562,2.76,2.0650000000000004,18.182000000000002,1.8276657223982509,0.0,0.0,30.616665722398253,4.04,2,6,2.6
2852,2025-03-17,2025-03-31,Tender,Royal Petrol,BRU,PW,8.343271448398115,2.0475778679610372,1.626937932437632,1.5032401626178857,0.0,0.0,0.0,0.0,23.318136585745815,5.177755963016555,31.661408034143932,2,7,2.7
2313,2025-03-12,2025-03-31,Tender,UCIG,BSL,PM,24.682178034844423,1.0429089310497643,3.5597958179831957,4.543606576273473,2.5136784349784924,0.0,0.0,0.0,0.0,11.659989760284926,24.682178034844423,1,1,1.1
2493,2025-03-14,2025-03-31,Tender,Total,BSL,PW,20.510542310645363,4.543606576273473,10.634194733604096,1.0429089326289,1.8825847002392113,0.0,0.0,0.0,0.0,18.10329494274568,20.510542310645363,2,1,2.1
3272,2025-03-13,2025-03-31,Tender,Air BP,BSL,PW,34.763631034992144,1.0429089310497643,3.7683776041931485,0.0,0.0,0.0,0.0,0.0,0.0,4.811286535242913,34.763631034992144,2,2,2.2
2746,2025-03-16,2025-03-31,Tender,WF,BSL,PW,28.425,1.2149999999999999,7.559,4.987,5.295,3.4900287574878375,0.0,0.0,0.0,22.54602875748784,28.425,2,3,2.3
2560,2025-03-14,2025-03-31,Tender,AEG,BSL,PW,26.502722276514756,1.0429089310497643,4.543606576273473,10.634194733604096,1.8825847002392113,0.0,0.0,0.0,21.652555401049685,18.103294941166542,48.15527767756444,2,5,2.5
2939,2025-03-13,2025-03-31,Tender,Ist Jet,BTS,PW,39.97817569024096,13.783779705374384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.783779705374384,39.97817569024096,1,1,1.1
2480,2025-03-13,2025-03-31,Tender,CAC,BTS,PW,41.71635724199057,11.41290006878792,13.783779705374384,0.0,0.0,0.0,0.0,0.0,9.90763484497276,25.196679774162305,51.623992086963334,1,2,1.2
3221,2025-03-13,2025-03-31,Tender,Jetex,BTS,PW,36.421160962740565,39.90173394195812,2.4334546551387626,0.0,0.0,0.0,0.0,0.0,0.0,42.33518859709688,36.421160962740565,1,3,1.3
2561,2025-03-14,2025-03-31,Tender,AEG,BTS,PW,48.70202859448455,11.100027389472992,13.783779705374384,0.0,0.0,0.0,0.0,0.0,9.90763484497276,24.883807094847377,58.609663439457314,1,4,1.4
2356,2025-03-13,2025-03-31,Tender,UCIG,BTS,PW,3163.651391312333,11.412434566994214,13.784553218844707,0.0,0.0,0.0,0.0,0.0,7.87032785379741,25.19698778583892,3171.5217191661304,1,5,1.5
2333,2025-03-13,2025-03-31,Tender,UCIG,BUD,PW,69.79520617136559,3.48976030856828,2.2224263017724306,0.0,0.0,0.0,0.0,0.0,14.693727615024336,5.71218661034071,84.48893378638994,1,1,1.1
3162,2025-03-13,2025-03-31,Tender,Jetex,BUD,PW,71.63192212324364,20.589585820552852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.589585820552852,71.63192212324364,1,2,1.2
2562,2025-03-14,2025-03-31,Tender,AEG,BUD,PW,75.0,2.553767111016282,3.8,0.0,0.0,0.0,0.0,0.0,16.07,6.353767111016282,91.07,1,3,1.3
3273,2025-03-13,2025-03-31,Tender,Air BP,BUD,PW,74.3869960510607,2.553767111016282,0.5705549326997524,3.48976030856828,0.0,0.0,0.0,0.0,18.169976560321413,6.614082352284314,92.55697261138212,1,4,1.4
2978,2025-03-13,2025-03-31,Tender,Ist Jet,BUS,1/2M,95.99784938652661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99784938652661,1,1,1.1
2563,2025-03-14,2025-03-31,Tender,AEG,BUS,1/2M,96.37336147876412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37336147876412,1,2,1.2
2316,2025-03-13,2025-03-31,Tender,UCIG,BUS,1/2M,96.90634638387544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.90634638387544,1,3,1.3
3238,2025-03-13,2025-03-31,Tender,Jetex,BUS,1/2M,97.87813533870624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.87813533870624,1,4,1.4
2886,2025-03-17,2025-03-31,Tender,Royal Petrol,BUS,1/2M,98.4205080461235,1.468736812380612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468736812380612,98.4205080461235,1,5,1.5
2747,2025-03-16,2025-03-31,Tender,WF,BUS,1/2M,101.13300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.13300000000001,1,6,1.6
2977,2025-03-13,2025-03-31,Tender,Ist Jet,BZG,PW,56.02409439432436,2.074650257887403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074650257887403,56.02409439432436,1,1,1.1
2476,2025-03-13,2025-03-31,Tender,CAC,BZG,PW,52.3464046285242,2.074650257887403,3.5921087322279037,0.9317938545865805,0.0,0.0,0.0,0.0,0.0,6.598552844701887,52.3464046285242,1,2,1.2
2902,2025-03-17,2025-03-31,Tender,Royal Petrol,BZG,PW,56.02409439432436,2.074650257887403,3.5921087322279037,0.0,0.0,0.0,0.0,0.0,0.0,5.666758990115307,56.02409439432436,1,3,1.3
2564,2025-03-14,2025-03-31,Tender,AEG,BZG,PW,56.99573389088755,2.074650257887403,3.5921087322279037,0.0,0.0,0.0,0.0,0.0,0.0,5.666758990115307,56.99573389088755,1,4,1.4
3079,2025-03-13,2025-03-31,Tender,Jetex,BZG,PW,64.5666331659238,5.62000403340168,0.5590763127519484,0.0,0.0,0.0,0.0,0.0,0.0,6.179080346153628,64.5666331659238,1,5,1.5
2864,2025-03-17,2025-03-31,Tender,Royal Petrol,CAI,MP,-5.510147855634126,2.755073927817063,0.13324652120588082,0.0,0.0,0.0,0.0,0.0,0.0,2.888320449022944,-5.510147855634126,1,1,1.1
2310,2025-03-12,2025-03-31,Tender,UCIG,CAI,MP,-4.821379373679861,2.755073927817063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755073927817063,-4.821379373679861,1,2,1.2
2494,2025-03-14,2025-03-31,Tender,Total,CAI,MP,-4.591789879695105,2.755073927817063,0.0,0.11659070605514571,0.0,0.0,0.0,0.0,0.0,2.871664633872209,-4.591789879695105,1,3,1.3
3108,2025-03-13,2025-03-31,Tender,Jetex,CAI,MP,-3.673431903756084,2.755073927817063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755073927817063,-3.673431903756084,1,4,1.4
2418,2025-03-13,2025-03-31,Tender,CAC,CAI,MP,0.0,0.23318141211029142,300.0,0.0,0.0,0.0,0.0,0.0,0.0,300.2331814121103,0.0,1,5,1.5
3274,2025-03-13,2025-03-31,Tender,Air BP,CDG,PM,4.779999267311419,3.5597958179831957,3.440910928216275,2.8714759234903506,3.1913013290122785,0.0,0.0,0.0,17.034353025301325,13.0634839987021,21.814352292612746,1,1,1.1
2421,2025-03-13,2025-03-31,Tender,CAC,CDG,PM,13.905452413996857,3.5597958179831957,2.8714759234903506,3.1913013290122785,3.4833165206414765,0.0,0.0,0.0,17.034353025301325,13.105889591127301,30.939805439298183,1,2,1.2
2854,2025-03-17,2025-03-31,Tender,Royal Petrol,CDG,PW,13.210179793297014,6.563373539406516,3.5458903709382605,2.776556646888133,0.0,0.0,0.0,0.0,0.0,12.88582055723291,13.210179793297014,3,1,3.1
2495,2025-03-14,2025-03-31,Tender,Total,CDG,PW,5.388362810423782,3.1913013290122785,3.40335947832573,3.5597958233733125,2.776556646888133,0.0,0.0,0.0,16.277270668621266,12.931013277599455,21.66563347904505,3,2,3.2
2565,2025-03-14,2025-03-31,Tender,AEG,CDG,PW,9.598635007973286,3.5597958179831957,3.0800577097003035,3.1913013290122785,0.9212362224272918,2.776556646888133,0.0,0.0,17.034353025301325,13.528947726011202,26.63298803327461,3,3,3.3
3141,2025-03-13,2025-03-31,Tender,Jetex,CDG,PW,13.998618945170636,28.21677022032725,2.776556646888133,0.0,0.0,0.0,0.0,0.0,0.0,30.99332686721538,13.998618945170636,3,4,3.4
2855,2025-03-17,2025-03-31,Tender,Royal Petrol,CDG,PW,13.210179793297014,3.1913013290122785,3.3720722103942378,4.1716357305156,2.776556646888133,0.0,0.0,0.0,23.318136585745815,13.51156591681025,36.52831637904283,3,5,3.5
3151,2025-03-13,2025-03-31,Tender,Jetex,CFU,1/2M,54.64229956837175,25.466066672789054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.466066672789054,54.64229956837175,1,1,1.1
2319,2025-03-13,2025-03-31,Tender,UCIG,CFU,1/2M,59.234089448066854,0.38239994138491357,2070.0,0.0,0.0,0.0,0.0,0.0,19.285517494719443,2070.382399941385,78.5196069427863,1,2,1.2
3275,2025-03-13,2025-03-31,Tender,Air BP,CFU,PW,49.40765910551933,5.758104509137661,0.38239994138491357,0.0,0.0,0.0,0.0,0.0,21.19830598704165,6.140504450522575,70.60596509256098,3,1,3.1
2438,2025-03-13,2025-03-31,Tender,CAC,CFU,PW,55.10147855634126,5.758104509137661,0.38239994138491357,0.0,0.0,0.0,0.0,0.0,21.19830598704165,6.140504450522575,76.29978454338291,3,2,3.2
2566,2025-03-14,2025-03-31,Tender,AEG,CFU,PW,59.0,6.268629281706943,0.38239994138491357,0.0,0.0,0.0,0.0,0.0,21.009035397871635,6.651029223091856,80.00903539787163,3,3,3.3
2496,2025-03-14,2025-03-31,Tender,Total,CGN,PW,19.81526968994552,1.8772360758895759,0.9907634859974549,0.6952726217526001,1.0696503978631882,0.0,0.0,0.0,21.19830598704165,4.632922581502819,41.01357567698717,1,2,1.2
2858,2025-03-17,2025-03-31,Tender,Royal Petrol,CGN,PW,35.45890365569199,0.9907634844972761,0.6952726206998429,3.2089511935895643,0.0,0.0,0.0,0.0,17.381815517496072,4.894987298786683,52.84071917318806,1,3,1.3
3039,2025-03-13,2025-03-31,Tender,Jetex,CGN,PW,37.17518411988955,22.720188226491537,3.2089511935895643,0.0,0.0,0.0,0.0,0.0,0.0,25.9291394200811,37.17518411988955,1,4,1.4
2567,2025-03-14,2025-03-31,Tender,AEG,CGN,PW,41.749302387486125,0.9907634844972761,1.8772360758895759,0.6952726206998429,3.2329113625017,0.0,0.0,0.0,17.034353025301325,6.796183543588395,58.78365541278745,1,5,1.5
2748,2025-03-16,2025-03-31,Tender,WF,CGN,PW,35.758,0.808,5.196,1.1520000000000001,4.618,18.182000000000002,2.182,1.680339732039382,0.0,33.81833973203939,35.758,1,6,1.6
2372,2025-03-13,2025-03-31,Tender,UCIG,CGN,PW,3312.425383414455,6.952888235834328,0.9907245844430159,3.2089511935895643,0.0,0.0,0.0,0.0,17.384516484525665,11.152564013866908,3329.809899898981,1,7,1.7
3157,2025-03-13,2025-03-31,Tender,Jetex,CHQ,1/2M,46.836256772890074,25.466066672789054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.466066672789054,46.836256772890074,1,1,1.1
2324,2025-03-13,2025-03-31,Tender,UCIG,CHQ,1/2M,50.968867664615665,0.38239994138491357,6.268629281706943,0.0,0.0,0.0,0.0,0.0,19.285517494719443,6.651029223091856,70.2543851593351,1,2,1.2
2568,2025-03-14,2025-03-31,Tender,AEG,CHQ,PW,14.000000000000002,6.268629281706943,0.38239994138491357,0.0,0.0,0.0,0.0,0.0,21.009035397871635,6.651029223091856,35.009035397871635,3,1,3.1
3276,2025-03-13,2025-03-31,Tender,Air BP,CHQ,PW,43.07098907154008,5.758104509137661,0.38239994138491357,0.0,0.0,0.0,0.0,0.0,21.19830598704165,6.140504450522575,64.26929505858173,3,2,3.2
2979,2025-03-13,2025-03-31,Tender,Ist Jet,CHQ,PW,45.45871980898154,5.758104509137661,0.38239994138491357,6.952726206998428,0.0,0.0,0.0,0.0,22.90174128957178,13.093230657521003,68.36046109855332,3,3,3.3
2569,2025-03-14,2025-03-31,Tender,AEG,CLJ,PW,73.3153444763656,1.0447715469511571,1.807705171202562,0.11124339515092692,0.0,0.0,0.0,0.0,13.349207418111227,2.963720113304646,86.66455189447683,1,1,1.1
3205,2025-03-13,2025-03-31,Tender,Jetex,CLJ,PW,149.4,26.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.19,149.4,1,2,1.2
2570,2025-03-14,2025-03-31,Tender,AEG,CMB,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1
2749,2025-03-16,2025-03-31,Tender,WF,CMB,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1
2390,2025-03-07,2025-03-31,Tender,ASM,CMB,MP,1.1479474699237762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1479474699237762,1,3,1.3
2867,2025-03-17,2025-03-31,Tender,Royal Petrol,CMB,MP,1.836715951878042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.836715951878042,1,4,1.4
2386,2025-03-13,2025-03-31,Tender,UCIG,CMB,MP,2.2958949398475523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958949398475523,1,5,1.5
2994,2025-03-13,2025-03-31,Tender,Ist Jet,CMB,MP,7.346863807512168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346863807512168,1,6,1.6
2413,2025-03-13,2025-03-31,Tender,CAC,CPH,PM,29.387455230048673,4.143980869168562,18.169976560321413,0.9690541800844115,0.0,0.0,0.0,0.0,0.0,23.283011609574388,29.387455230048673,1,1,1.1
2571,2025-03-14,2025-03-31,Tender,AEG,CPH,PM,33.5,4.143980869168562,2.2101231302232334,0.9690541800844115,0.0,0.0,0.0,0.0,16.84508243613131,7.323158179476207,50.34508243613131,1,2,1.2
3277,2025-03-13,2025-03-31,Tender,Air BP,CPH,PW,24.795665350353566,4.143980869168562,1.094861213990107,0.0,0.0,0.0,0.0,0.0,18.169976560321413,5.238842083158669,42.965641910674975,3,1,3.1
3076,2025-03-13,2025-03-31,Tender,Jetex,CPH,PW,23.372210487648083,24.832399669391126,0.5078276507496864,1.354129419177948,0.0,0.0,0.0,0.0,0.0,26.69435673931876,23.372210487648083,3,2,3.2
2750,2025-03-16,2025-03-31,Tender,WF,CPH,PW,33.251,5.432,1.828,18.229,4.016,11.600000000000001,0.9460614820880101,0.0,0.0,42.051061482088016,33.251,3,3,3.3
2572,2025-03-14,2025-03-31,Tender,AEG,CTA,PM,23.516966234832413,1.9363342486490625,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,1.9363342486490625,33.946055545330054,1,1,1.1
2945,2025-03-13,2025-03-31,Tender,Ist Jet,CTA,PM,23.98690541414458,1.9363342486490625,0.0,0.0,0.0,0.0,0.0,0.0,10.429089310497643,1.9363342486490625,34.415994724642225,1,2,1.2
3278,2025-03-13,2025-03-31,Tender,Air BP,CTA,PM,20.510542310645363,1.9363342515809916,1.8743854581447064,0.07416242758518105,0.0,0.0,0.0,0.0,13.059670652731016,3.884882137310879,33.57021296337638,1,3,1.3
3166,2025-03-13,2025-03-31,Tender,Jetex,CTA,PM,47.19788658358813,14.87947373378768,0.07416242758518105,0.0,0.0,0.0,0.0,0.0,0.0,14.953636161372861,47.19788658358813,1,4,1.4
2751,2025-03-16,2025-03-31,Tender,WF,CTA,PW,62.090999999999994,2.251,2.02,12.121,0.0,0.0,0.0,0.0,0.0,16.392,62.090999999999994,5,1,5.1
3059,2025-03-13,2025-03-31,Tender,Jetex,CWL,PM,33.295507763876145,31.0970249718202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0970249718202,33.295507763876145,1,1,1.1
2573,2025-03-14,2025-03-31,Tender,AEG,CWL,PW,32.85,13.465095051567559,1.5141616622480538,0.0,0.0,0.0,0.0,0.0,23.848094235421854,14.979256713815612,56.698094235421856,2,1,2.1
2752,2025-03-16,2025-03-31,Tender,WF,CWL,PW,37.625,1.2109999999999999,17.413,18.198,0.0,0.0,0.0,0.0,0.0,36.822,37.625,2,2,2.2
2302,2025-03-12,2025-03-31,Tender,UCIG,DBV,PW,38.399139754610644,3.0283233244961076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0283233244961076,38.399139754610644,1,1,1.1
2574,2025-03-14,2025-03-31,Tender,AEG,DBV,PW,44.58903262988069,3.0283233244961076,0.0,0.0,0.0,0.0,0.0,0.0,12.416125630434042,3.0283233244961076,57.00515826031473,1,2,1.2
3002,2025-03-13,2025-03-31,Tender,Ist Jet,DBV,PW,45.3642834009517,3.0283233244961076,0.0,0.0,0.0,0.0,0.0,0.0,12.416125630434042,3.0283233244961076,57.780409031385744,1,3,1.3
3119,2025-03-13,2025-03-31,Tender,Jetex,DBV,PW,46.518983084582054,15.43997612137987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43997612137987,46.518983084582054,1,4,1.4
2407,2025-03-13,2025-03-31,Tender,CAC,DBV,PW,51.48149651643383,3.0283233244961076,12.416125630434042,0.0,0.0,0.0,0.0,0.0,0.0,15.444448954930149,51.48149651643383,1,5,1.5
3279,2025-03-13,2025-03-31,Tender,Air BP,DBV,PW,39.67306456056571,3.0283233244961076,122.71561773933392,0.0,0.0,0.0,0.0,0.0,15.520188311941208,125.74394106383004,55.19325287250692,1,6,1.6
3163,2025-03-13,2025-03-31,Tender,Jetex,DEB,PW,158.15691111280128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.15691111280128,1,1,1.1
2575,2025-03-14,2025-03-31,Tender,AEG,DEB,PW,171.74832902547226,2.553767111016282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.553767111016282,171.74832902547226,1,2,1.2
3234,2025-03-13,2025-03-31,Tender,Jetex,DIA,MP,3.673431903756084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.673431903756084,1,1,1.1
2360,2025-03-13,2025-03-31,Tender,UCIG,DJE,PM,48.167875838001656,1.086417485535862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086417485535862,48.167875838001656,1,1,1.1
2497,2025-03-14,2025-03-31,Tender,Total,DJE,PM,36.73431903756084,1.0429089310497643,14.917520696467825,0.0,0.0,0.0,0.0,0.0,0.0,15.96042962751759,36.73431903756084,1,3,1.3
3031,2025-03-13,2025-03-31,Tender,Jetex,DJE,PM,54.18312058040224,1.0836624116080447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0836624116080447,54.18312058040224,1,4,1.4
2753,2025-03-16,2025-03-31,Tender,WF,DJE,PM,36.25,1.309,19.75,0.0,0.0,0.0,0.0,0.0,0.0,21.059,36.25,1,5,1.5
2576,2025-03-14,2025-03-31,Tender,AEG,DJE,MP,8.0,1.0429089310497643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0429089310497643,8.0,6,1,6.1
2943,2025-03-13,2025-03-31,Tender,Ist Jet,DLM,1/2M,20.203875470658463,2.0858178620995287,5.289741941408761,0.0,0.0,0.0,0.0,0.0,0.0,7.37555980350829,20.203875470658463,1,1,1.1
2379,2025-03-13,2025-03-31,Tender,UCIG,DLM,1/2M,20.98447975020663,2.0858178620995287,5.289741941408761,0.0,0.0,0.0,0.0,0.0,0.0,7.37555980350829,20.98447975020663,1,2,1.2
2870,2025-03-17,2025-03-31,Tender,Royal Petrol,DLM,1/2M,21.81100192855175,2.0892942252030275,5.289741941408761,0.0,0.0,0.0,0.0,0.0,0.0,7.3790361666117885,21.81100192855175,1,3,1.3
3214,2025-03-13,2025-03-31,Tender,Jetex,DLM,1/2M,23.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,23.0,1,4,1.4
2577,2025-03-14,2025-03-31,Tender,AEG,DOH,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.1
